Country,State,StateCode,City,Suburb,Average of PostCode,PropertyMedianValue,Average of Average of Latitude,Average of Average of Longitude,UpdatedMonth,UpdatedYear
Australia,New South Wales,NSW,Sydney,Coolatai,2402,0,-29.268259,150.734491,6,2017
Australia,New South Wales,NSW,Sydney,Coolbaggie,2830,340000,-32.029037,148.513178,6,2017
Australia,New South Wales,NSW,Sydney,Cooleman,2611,0,-35.674712,148.729098,0,0
Australia,New South Wales,NSW,Sydney,Cooleys Creek,2729,0,-35.338496,148.078179,6,2017
Australia,New South Wales,NSW,Sydney,Coolgardie,2478,577500,-28.91858,153.456093,6,2017
Australia,New South Wales,NSW,Sydney,Coolongolook,2423,330000,-32.21868,152.321932,6,2017
Australia,New South Wales,NSW,Sydney,Coolringdon,2630,280000,-36.248127,148.949925,6,2017
Australia,New South Wales,NSW,Sydney,Coolumbooka,2632,210000,-36.864492,149.328529,6,2017
Australia,New South Wales,NSW,Sydney,Coolumburra,2622,555000,-35.039519,150.096388,6,2017
Australia,New South Wales,NSW,Sydney,Cooma,2630,280000,-36.236579,149.125456,6,2017
Australia,New South Wales,NSW,Sydney,Cooma North,2630,280000,-36.219587,149.131404,6,2017
Australia,New South Wales,NSW,Sydney,Coomba Bay,2428,425500,-32.263911,152.443552,6,2017
Australia,New South Wales,NSW,Sydney,Coomba Park,2428,425500,-32.241295,152.472124,6,2017
Australia,New South Wales,NSW,Sydney,Coombadjha,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Coombell,2470,265000,-29.015289,152.973562,6,2017
Australia,New South Wales,NSW,Sydney,Coomoo Coomoo,2343,0,-31.593287,150.118776,6,2017
Australia,New South Wales,NSW,Sydney,Coonabarabran,2357,215000,-31.273439,149.277272,6,2017
Australia,New South Wales,NSW,Sydney,Coonamble,2829,145000,-30.954311,148.388448,6,2017
Australia,New South Wales,NSW,Sydney,Coongbar,2469,255000,-29.093823,152.690845,6,2017
Australia,New South Wales,NSW,Sydney,Coonong,2645,0,-35.129938,146.125254,0,0
Australia,New South Wales,NSW,Sydney,Cooperabung,2441,385000,-31.284405,152.808768,6,2017
Australia,New South Wales,NSW,Sydney,Coopernook,2426,0,-31.826246,152.609896,6,2017
Australia,New South Wales,NSW,Sydney,Coopers Gully,2550,419000,-36.649434,149.795722,6,2017
Australia,New South Wales,NSW,Sydney,Coopers Shoot,2479,1000000,-28.701278,153.565131,6,2017
Australia,New South Wales,NSW,Sydney,Cooplacurripa,2424,0,-31.602174,151.885851,6,2017
Australia,New South Wales,NSW,Sydney,Coorabell,2479,1000000,-28.634356,153.481025,6,2017
Australia,New South Wales,NSW,Sydney,Cooranbong,2265,580000,,,6,2017
Australia,New South Wales,NSW,Sydney,Cootamundra,2590,245000,-34.639089,148.024671,6,2017
Australia,New South Wales,NSW,Sydney,Cootralantra,2628,0,-36.257027,148.879996,6,2017
Australia,New South Wales,NSW,Sydney,Cooyal,2850,369000,-32.450436,149.757343,6,2017
Australia,New South Wales,NSW,Sydney,Copacabana,2251,747500,,,6,2017
Australia,New South Wales,NSW,Sydney,Cope,2852,265000,-32.303181,149.619773,6,2017
Australia,New South Wales,NSW,Sydney,Copeland,2422,340560,-31.985892,151.805912,6,2017
Australia,New South Wales,NSW,Sydney,Copeton,2360,251000,-29.913309,150.938151,6,2017
Australia,New South Wales,NSW,Sydney,Copi Hollow,2879,0,-32.263499,142.4066,0,0
Australia,New South Wales,NSW,Sydney,Copmanhurst,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Coppabella,2644,157000,-35.735984,147.699528,6,2017
Australia,New South Wales,NSW,Sydney,Copper Hill,2866,335000,-33.069517,148.90132,6,2017
Australia,New South Wales,NSW,Sydney,Copperhannia,2795,407500,-33.896561,149.265436,6,2017
Australia,New South Wales,NSW,Sydney,Coraki,2471,0,-28.98998,153.289301,6,2017
Australia,New South Wales,NSW,Sydney,Coralville,2443,421500,,,6,2017
Australia,New South Wales,NSW,Sydney,Coramba,2450,440000,,,6,2017
Australia,New South Wales,NSW,Sydney,Corang,2622,555000,-35.180439,150.066218,6,2017
Australia,New South Wales,NSW,Sydney,Corangula,2440,329000,-30.992833,152.680102,6,2017
Australia,New South Wales,NSW,Sydney,Corbie Hill,2705,256500,-34.571538,146.456385,6,2017
Australia,New South Wales,NSW,Sydney,Cordeaux,2526,680000,,,6,2017
Australia,New South Wales,NSW,Sydney,Cordeaux Heights,2526,680000,,,6,2017
Australia,New South Wales,NSW,Sydney,Coree,2710,210000,-35.364031,145.448873,6,2017
Australia,New South Wales,NSW,Sydney,Coree South,2716,0,-35.354272,145.529572,6,2017
Australia,New South Wales,NSW,Sydney,Coreen,2646,245000,-35.729292,146.342168,6,2017
Australia,New South Wales,NSW,Sydney,Corindi Beach,2456,507500,-30.028812,153.20043,6,2017
Australia,New South Wales,NSW,Sydney,Corinella,2871,254000,-33.432869,147.54766,6,2017
Australia,New South Wales,NSW,Sydney,Corlette,2315,576250,-32.721158,152.106782,6,2017
Australia,New South Wales,NSW,Sydney,Cornalla,2710,210000,-35.716954,145.113466,6,2017
Australia,New South Wales,NSW,Sydney,Corndale,2480,389000,-28.698711,153.37782,6,2017
Australia,New South Wales,NSW,Sydney,Corney Town,2790,320000,-33.47489,150.1773,6,2017
Australia,New South Wales,NSW,Sydney,Cornwallis,2756,760100,-33.592375,150.812216,6,2017
Australia,New South Wales,NSW,Sydney,Corobimilla,2700,196000,-34.868082,146.413618,6,2017
Australia,New South Wales,NSW,Sydney,Corowa,2646,245000,-35.997952,146.391214,6,2017
Australia,New South Wales,NSW,Sydney,Corrabare,2325,342000,,,6,2017
Australia,New South Wales,NSW,Sydney,Corrimal,2518,770000,,,6,2017
Australia,New South Wales,NSW,Sydney,Corrimal East,2518,770000,,,6,2017
Australia,New South Wales,NSW,Sydney,Corrong,2711,122000,-34.214814,144.463302,6,2017
Australia,New South Wales,NSW,Sydney,Corrowong,2633,0,-36.933875,148.826148,0,0
Australia,New South Wales,NSW,Sydney,Corunna,2546,420000,-36.290385,150.108612,6,2017
Australia,New South Wales,NSW,Sydney,Cottage Point,2084,0,-33.619578,151.203831,6,2017
Australia,New South Wales,NSW,Sydney,Cottawalla,2583,299000,-34.478288,149.517073,6,2017
Australia,New South Wales,NSW,Sydney,Cougal,2474,329000,-28.368442,152.971636,6,2017
Australia,New South Wales,NSW,Sydney,Countegany,2630,280000,-36.190509,149.458677,6,2017
Australia,New South Wales,NSW,Sydney,Courabyra,2653,0,-35.687207,148.041856,6,2017
Australia,New South Wales,NSW,Sydney,Couradda,2390,320000,-30.035799,149.990921,6,2017
Australia,New South Wales,NSW,Sydney,Couragago,2720,255000,-35.139376,148.558038,6,2017
Australia,New South Wales,NSW,Sydney,Couridjah,2571,720000,,,6,2017
Australia,New South Wales,NSW,Sydney,Coutts Crossing,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Cow Flat,2795,407500,-33.569555,149.534684,6,2017
Australia,New South Wales,NSW,Sydney,Cowabbie,2663,230000,-34.599476,147.011298,6,2017
Australia,New South Wales,NSW,Sydney,Cowan,2081,1220000,-33.589491,151.171015,6,2017
Australia,New South Wales,NSW,Sydney,Cowper,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Cowra,2794,230000,-33.83468,148.691192,6,2017
Australia,New South Wales,NSW,Sydney,Coxs Creek,2849,0,-32.735933,150.1385,6,2017
Australia,New South Wales,NSW,Sydney,Coxs Crown,2849,0,-32.750604,150.046932,6,2017
Australia,New South Wales,NSW,Sydney,Crabbes Creek,2483,672500,-28.45672,153.496802,6,2017
Australia,New South Wales,NSW,Sydney,Crackenback,2627,340000,-36.441153,148.511421,6,2017
Australia,New South Wales,NSW,Sydney,Craigie,2632,210000,-37.071027,149.049329,6,2017
Australia,New South Wales,NSW,Sydney,Cranebrook,2749,649000,-33.71431,150.709986,6,2017
Australia,New South Wales,NSW,Sydney,Crangan Bay,2259,590000,,,6,2017
Australia,New South Wales,NSW,Sydney,Craven,2422,340560,-32.151073,151.944997,6,2017
Australia,New South Wales,NSW,Sydney,Craven Plateau,2422,340560,-31.878916,151.775719,6,2017
Australia,New South Wales,NSW,Sydney,Crawford River,2423,330000,-32.442632,152.156528,6,2017
Australia,New South Wales,NSW,Sydney,Crawney,2338,0,,,6,2017
Australia,New South Wales,NSW,Sydney,Creewah,2631,0,-36.762864,149.372004,0,0
Australia,New South Wales,NSW,Sydney,Cremorne,2090,1290000,-33.828131,151.230233,6,2017
Australia,New South Wales,NSW,Sydney,Cremorne Junction,2090,1290000,-33.843075,151.228923,6,2017
Australia,New South Wales,NSW,Sydney,Cremorne Point,2090,1290000,-33.84447,151.228231,6,2017
Australia,New South Wales,NSW,Sydney,Crescent Head,2440,329000,-31.189517,152.9768,6,2017
Australia,New South Wales,NSW,Sydney,Crestwood,2620,450000,-31.472265,152.904109,6,2017
Australia,New South Wales,NSW,Sydney,Cringila,2502,540000,,,6,2017
Australia,New South Wales,NSW,Sydney,Croki,2430,397000,-31.870326,152.595041,6,2017
Australia,New South Wales,NSW,Sydney,Cromer,2099,1000000,-33.740353,151.278523,6,2017
Australia,New South Wales,NSW,Sydney,Cronulla,2230,980000,-34.051972,151.153662,6,2017
Australia,New South Wales,NSW,Sydney,Crooble,2400,131500,-29.269206,150.252228,6,2017
Australia,New South Wales,NSW,Sydney,Croobyar,2539,584600,-35.321265,150.400375,6,2017
Australia,New South Wales,NSW,Sydney,Crooked Corner,2583,299000,-34.22847,149.248832,6,2017
Australia,New South Wales,NSW,Sydney,Crookwell,2583,299000,-34.458076,149.470291,6,2017
Australia,New South Wales,NSW,Sydney,Croom,2527,585000,,,6,2017
Australia,New South Wales,NSW,Sydney,Croppa Creek,2411,0,-29.129441,150.381167,0,0
Australia,New South Wales,NSW,Sydney,Cross Roads,2850,369000,-32.506399,149.70536,6,2017
Australia,New South Wales,NSW,Sydney,Crosslands,2446,473000,-31.438993,152.706362,6,2017
Australia,New South Wales,NSW,Sydney,Croudace Bay,2280,580000,,,6,2017
Australia,New South Wales,NSW,Sydney,Crowdy Head,2427,469500,-31.844821,152.738877,6,2017
Australia,New South Wales,NSW,Sydney,Crows Nest,1904.5,1300000,-33.83175666666667,151.20029733333334,6,2017
Australia,New South Wales,NSW,Sydney,Crowther,2803,0,-34.096639,148.507118,6,2017
Australia,New South Wales,NSW,Sydney,Crowther Island,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Croydon,2132,1312500,-33.883163,151.114771,6,2017
Australia,New South Wales,NSW,Sydney,Croydon Park,2133,1178000,-33.895299,151.108581,6,2017
Australia,New South Wales,NSW,Sydney,Crudine,2795,407500,-32.939577,149.700948,6,2017
Australia,New South Wales,NSW,Sydney,Cryon,2832,0,-30.127724,148.61168,6,2017
Australia,New South Wales,NSW,Sydney,Crystal Creek,2484,515000,-28.317936,153.331296,6,2017
Australia,New South Wales,NSW,Sydney,Cubba,2835,181000,-31.441759,145.347238,6,2017
Australia,New South Wales,NSW,Sydney,Cudal,2864,0,-33.286704,148.738898,6,2017
Australia,New South Wales,NSW,Sydney,Cudgegong,2850,369000,-32.808314,149.809365,6,2017
Australia,New South Wales,NSW,Sydney,Cudgel,2700,196000,-34.665506,146.448905,6,2017
Australia,New South Wales,NSW,Sydney,Cudgen,2487,580000,-28.2628,153.55721,6,2017
Australia,New South Wales,NSW,Sydney,Cudgera Creek,2484,515000,-28.389956,153.519525,6,2017
Australia,New South Wales,NSW,Sydney,Cudmirrah,2540,520000,-35.19804,150.557818,6,2017
Australia,New South Wales,NSW,Sydney,Culburra Beach,2540,520000,-34.930305,150.758745,6,2017
Australia,New South Wales,NSW,Sydney,Culcairn,2660,0,-35.667766,147.03717,6,2017
Australia,New South Wales,NSW,Sydney,Cullen Bullen,2790,320000,-33.303402,150.032518,6,2017
Australia,New South Wales,NSW,Sydney,Cullenbone,2850,369000,-32.488762,149.510225,6,2017
Australia,New South Wales,NSW,Sydney,Cullendore,2372,255000,-28.513813,152.276759,6,2017
Australia,New South Wales,NSW,Sydney,Cullerin,2581,0,-34.782812,149.405192,6,2017
Australia,New South Wales,NSW,Sydney,Culmaran Creek,2469,255000,-28.867696,152.676266,6,2017
Australia,New South Wales,NSW,Sydney,Cumbalum,2478,577500,-28.825835,153.525966,6,2017
Australia,New South Wales,NSW,Sydney,Cumbandry,2852,265000,-32.380741,149.605898,6,2017
Australia,New South Wales,NSW,Sydney,Cumberland Reach,2756,760100,-33.455858,150.896276,6,2017
Australia,New South Wales,NSW,Sydney,Cumbijowa,2871,254000,-33.452171,148.173479,6,2017
Australia,New South Wales,NSW,Sydney,Cumbo,2850,369000,-32.388571,149.877718,6,2017
Australia,New South Wales,NSW,Sydney,Cumboogle,2830,340000,-32.325237,148.59388,6,2017
Australia,New South Wales,NSW,Sydney,Cumborah,2832,0,-29.742525,147.767956,6,2017
Australia,New South Wales,NSW,Sydney,Cumnock,2867,0,-32.927818,148.754509,0,0
Australia,New South Wales,NSW,Sydney,Cundle Flat,2424,0,-31.827106,152.023798,6,2017
Australia,New South Wales,NSW,Sydney,Cundletown,2430,397000,-31.897697,152.516666,6,2017
Australia,New South Wales,NSW,Sydney,Cundumbul,2866,335000,-32.836702,148.911559,6,2017
Australia,New South Wales,NSW,Sydney,Cunjurong Point,2539,584600,-35.259759,150.504909,6,2017
Australia,New South Wales,NSW,Sydney,Cunningar,2587,0,-34.562125,148.419171,6,2017
Australia,New South Wales,NSW,Sydney,Cunninyeuk,2734,0,-35.247256,143.89834,6,2017
Australia,New South Wales,NSW,Sydney,Curban,2827,0,-31.512136,148.612071,6,2017
Australia,New South Wales,NSW,Sydney,Curl Curl,2096,975000,-33.768937,151.294035,6,2017
Australia,New South Wales,NSW,Sydney,Curlew Waters,2672,0,-33.260877,146.431816,6,2017
Australia,New South Wales,NSW,Sydney,Curlewis,2381,0,-31.117342,150.264679,6,2017
Australia,New South Wales,NSW,Sydney,Curlwaa,2648,174000,-34.09281,141.965558,6,2017
Australia,New South Wales,NSW,Sydney,Curra Creek,2820,180000,-32.661219,148.850385,6,2017
Australia,New South Wales,NSW,Sydney,Currabubula,2342,0,-31.262722,150.734256,0,0
Australia,New South Wales,NSW,Sydney,Curragh,2795,407500,-33.952685,149.211431,6,2017
Australia,New South Wales,NSW,Sydney,Curramore,2533,760000,-34.621117,150.782884,6,2017
Australia,New South Wales,NSW,Sydney,Currans Hill,2567,750000,-34.045179,150.764007,6,2017
Australia,New South Wales,NSW,Sydney,Currarong,2540,520000,-35.018739,150.824214,6,2017
Australia,New South Wales,NSW,Sydney,Currawananna,2650,344500,,,6,2017
Australia,New South Wales,NSW,Sydney,Currawang,2580,418630,-34.984542,149.476481,6,2017
Australia,New South Wales,NSW,Sydney,Currawarna,2650,344500,,,6,2017
Australia,New South Wales,NSW,Sydney,Currawong Beach,2108,2000000,-33.597338,151.298367,6,2017
Australia,New South Wales,NSW,Sydney,Curricabark,2422,340560,-31.740053,151.646726,6,2017
Australia,New South Wales,NSW,Sydney,Currowan,2536,435000,-35.559823,150.167187,6,2017
Australia,New South Wales,NSW,Sydney,Cuttabri,2388,0,-30.329854,149.221121,6,2017
Australia,New South Wales,NSW,Sydney,Cuttagee,2546,420000,-36.492757,150.053495,6,2017
Australia,New South Wales,NSW,Sydney,Dabee,2849,0,-32.824533,150.03869,6,2017
Australia,New South Wales,NSW,Sydney,Daceyville,2032,1870000,-33.928043,151.22513,6,2017
Australia,New South Wales,NSW,Sydney,Dairy Flat,2474,329000,-28.353453,152.668056,6,2017
Australia,New South Wales,NSW,Sydney,Dairymans Plains,2630,280000,-36.204435,149.034048,6,2017
Australia,New South Wales,NSW,Sydney,Daleys Point,2257,730000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dalgety,2628,0,-36.502267,148.834562,6,2017
Australia,New South Wales,NSW,Sydney,Dalmeny,2546,420000,-36.171034,150.131434,6,2017
Australia,New South Wales,NSW,Sydney,Dalmorton,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dalswinton,2328,0,,,6,2017
Australia,New South Wales,NSW,Sydney,Dalton,2581,0,-34.72191,149.181024,6,2017
Australia,New South Wales,NSW,Sydney,Dalwood,2441.5,978750,-28.888546,153.409839,12,4034
Australia,New South Wales,NSW,Sydney,Dandaloo,2823,0,-32.269172,147.615413,6,2017
Australia,New South Wales,NSW,Sydney,Dandry,2357,215000,-31.051413,149.323274,6,2017
Australia,New South Wales,NSW,Sydney,Dangar Island,2083,0,-33.539357,151.241762,6,2017
Australia,New South Wales,NSW,Sydney,Dangarsleigh,2350,356250,,,6,2017
Australia,New South Wales,NSW,Sydney,Dangelong,2630,280000,-36.34927,149.28558,6,2017
Australia,New South Wales,NSW,Sydney,Dapto,2530,600000,,,6,2017
Australia,New South Wales,NSW,Sydney,Darawank,2428,425500,-32.121019,152.483196,6,2017
Australia,New South Wales,NSW,Sydney,Darbalara,2722,203500,-35.026814,148.208625,6,2017
Australia,New South Wales,NSW,Sydney,Darbys Falls,2793,0,-33.931096,148.859104,6,2017
Australia,New South Wales,NSW,Sydney,Dareton,2717,0,-34.091641,142.042284,6,2017
Australia,New South Wales,NSW,Sydney,Dargan,2786,0,,,6,2017
Australia,New South Wales,NSW,Sydney,Dark Corner,2795,407500,-33.306755,149.877371,6,2017
Australia,New South Wales,NSW,Sydney,Darkes Forest,2508,912500,,,6,2017
Australia,New South Wales,NSW,Sydney,Darkwood,2454,630000,-30.437487,152.658005,6,2017
Australia,New South Wales,NSW,Sydney,Darling Point,2027,0,-33.873808,151.236683,0,0
Australia,New South Wales,NSW,Sydney,Darlinghurst,1655,0,-33.878578,151.220218,0,0
Australia,New South Wales,NSW,Sydney,Darlington,2169,397500,-33.891348,151.191243,6,2017
Australia,New South Wales,NSW,Sydney,Darlow,2729,0,-35.384204,147.918168,6,2017
Australia,New South Wales,NSW,Sydney,Daroobalgie,2870,255000,-33.321111,148.063142,6,2017
Australia,New South Wales,NSW,Sydney,Dartbrook,2336,0,,,6,2017
Australia,New South Wales,NSW,Sydney,Daruka,2340,333000,-31.035042,150.962594,6,2017
Australia,New South Wales,NSW,Sydney,Davidson,2085,1600000,-33.738731,151.194197,6,2017
Australia,New South Wales,NSW,Sydney,Davis Creek,2336,0,,,6,2017
Australia,New South Wales,NSW,Sydney,Davistown,2251,747500,,,6,2017
Australia,New South Wales,NSW,Sydney,Dawes Point,2000,0,-33.855601,151.20822,0,0
Australia,New South Wales,NSW,Sydney,Daysdale,2646,245000,-35.64762,146.306628,6,2017
Australia,New South Wales,NSW,Sydney,Dean Park,2761,662000,-33.73616,150.860027,6,2017
Australia,New South Wales,NSW,Sydney,Deauville,2443,421500,,,6,2017
Australia,New South Wales,NSW,Sydney,Debenham,2446,473000,-31.441055,152.248757,6,2017
Australia,New South Wales,NSW,Sydney,Dee Why,2099,1000000,-33.753451,151.28554,6,2017
Australia,New South Wales,NSW,Sydney,Deep Creek,2454.25,584000,-30.068976499999998,152.659055,12,4034
Australia,New South Wales,NSW,Sydney,Deepwater,2371,0,-29.44232,151.847464,6,2017
Australia,New South Wales,NSW,Sydney,Deer Vale,2453,382500,-30.361575,152.532191,6,2017
Australia,New South Wales,NSW,Sydney,Delegate,2633,0,-37.044028,148.941735,0,0
Australia,New South Wales,NSW,Sydney,Delroy Gardens,2830,340000,-32.252537,148.55038,6,2017
Australia,New South Wales,NSW,Sydney,Delungra,2403,0,-29.652485,150.830948,6,2017
Australia,New South Wales,NSW,Sydney,Demondrille,2587,0,-34.516257,148.314901,6,2017
Australia,New South Wales,NSW,Sydney,Denham Court,2565,705000,-33.990081,150.844653,6,2017
Australia,New South Wales,NSW,Sydney,Denhams Beach,2536,435000,-35.747722,150.213231,6,2017
Australia,New South Wales,NSW,Sydney,Deniliquin,2710,210000,-35.528544,144.958974,6,2017
Australia,New South Wales,NSW,Sydney,Denistone,2114,861000,-33.799441,151.07959,6,2017
Australia,New South Wales,NSW,Sydney,Denistone East,2112,1105000,-33.797177,151.097546,6,2017
Australia,New South Wales,NSW,Sydney,Denistone West,2114,861000,-33.802382,151.066085,6,2017
Australia,New South Wales,NSW,Sydney,Denman,2328,0,,,6,2017
Australia,New South Wales,NSW,Sydney,Depot Beach,2536,435000,-35.628728,150.322963,6,2017
Australia,New South Wales,NSW,Sydney,Derriwong,2877,132500,-33.119671,147.364777,6,2017
Australia,New South Wales,NSW,Sydney,Deua,2537,427500,-35.817685,149.794894,6,2017
Australia,New South Wales,NSW,Sydney,Deua River Valley,2537,427500,-35.825901,149.975941,6,2017
Australia,New South Wales,NSW,Sydney,Devils Hole,2550,419000,-36.873821,149.652802,6,2017
Australia,New South Wales,NSW,Sydney,Dewitt,2422,340560,-31.795148,151.777167,6,2017
Australia,New South Wales,NSW,Sydney,Dharruk,2770,532500,-33.743232,150.816642,6,2017
Australia,New South Wales,NSW,Sydney,Dhuragoon,2733,0,-35.194233,144.155278,6,2017
Australia,New South Wales,NSW,Sydney,Diamond Beach,2430,397000,-32.043994,152.534432,6,2017
Australia,New South Wales,NSW,Sydney,Diamond Head,2443,421500,,,6,2017
Australia,New South Wales,NSW,Sydney,Dickygundi,2830,340000,-32.193003,148.456877,6,2017
Australia,New South Wales,NSW,Sydney,Diehard,2370,227500,-29.675395,152.088176,6,2017
Australia,New South Wales,NSW,Sydney,Diggers Camp,2462,0,-29.817345,153.288085,6,2017
Australia,New South Wales,NSW,Sydney,Dignams Creek,2546,420000,-36.347484,150.010185,6,2017
Australia,New South Wales,NSW,Sydney,Dilkoon,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dilpurra,2734,0,-35.163919,143.680743,6,2017
Australia,New South Wales,NSW,Sydney,Dingo Forest,2429,320000,-31.688157,152.158631,6,2017
Australia,New South Wales,NSW,Sydney,Dinoga,2404,0,-29.913543,150.639454,6,2017
Australia,New South Wales,NSW,Sydney,Dirnaseer,2666,229000,-34.635232,147.76128,6,2017
Australia,New South Wales,NSW,Sydney,Dirty Creek,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dobies Bight,2470,265000,-28.809447,152.943494,6,2017
Australia,New South Wales,NSW,Sydney,Doctor George Mountain,2550,419000,-36.665809,149.892211,6,2017
Australia,New South Wales,NSW,Sydney,Doctors Gap,2790,320000,-33.491005,150.176015,6,2017
Australia,New South Wales,NSW,Sydney,Dodsworth,2620,450000,-35.362216,149.24946,6,2017
Australia,New South Wales,NSW,Sydney,Dog Rocks,2795,407500,-33.757261,149.613316,6,2017
Australia,New South Wales,NSW,Sydney,Dolans Bay,2229,1225000,-34.05968,151.126746,6,2017
Australia,New South Wales,NSW,Sydney,Dolls Point,2219,950000,-33.993495,151.146801,6,2017
Australia,New South Wales,NSW,Sydney,Dollys Flat,2429,320000,-31.876135,152.314685,6,2017
Australia,New South Wales,NSW,Sydney,Dolphin Point,2539,584600,-35.400376,150.44539,6,2017
Australia,New South Wales,NSW,Sydney,Dombarton,2526,680000,,,6,2017
Australia,New South Wales,NSW,Sydney,Donald Creek,2350,356250,,,6,2017
Australia,New South Wales,NSW,Sydney,Dondingalong,2440,329000,-31.09994,152.737797,6,2017
Australia,New South Wales,NSW,Sydney,Donnellyville,2447,320000,-30.75322,152.910963,6,2017
Australia,New South Wales,NSW,Sydney,Doon Doon,2484,515000,-28.503913,153.305693,6,2017
Australia,New South Wales,NSW,Sydney,Doonbah,2473,430000,-29.086621,153.375933,6,2017
Australia,New South Wales,NSW,Sydney,Doonside,2767,702000,-33.765071,150.86929,6,2017
Australia,New South Wales,NSW,Sydney,Dooralong,2259,590000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dora Creek,2264,580000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dorrigo,2453,382500,-30.340131,152.711827,6,2017
Australia,New South Wales,NSW,Sydney,Dorrigo Mountain,2453,382500,-30.374816,152.725458,6,2017
Australia,New South Wales,NSW,Sydney,Dorroughby,2480,389000,-28.661713,153.354936,6,2017
Australia,New South Wales,NSW,Sydney,Double Bay,1694,0,-33.877449999999996,151.24251650000002,0,0
Australia,New South Wales,NSW,Sydney,Doubtful Creek,2470,265000,-28.748597,152.915051,6,2017
Australia,New South Wales,NSW,Sydney,Douglas Park,2569,0,-34.193696,150.712878,6,2017
Australia,New South Wales,NSW,Sydney,Dover Heights,2030,0,-33.874405,151.280416,0,0
Australia,New South Wales,NSW,Sydney,Downside,2650,344500,,,6,2017
Australia,New South Wales,NSW,Sydney,Doyalson,2262,504000,,,6,2017
Australia,New South Wales,NSW,Sydney,Doyalson North,2262,504000,,,6,2017
Australia,New South Wales,NSW,Sydney,Doyles Creek,2330,397500,,,6,2017
Australia,New South Wales,NSW,Sydney,Doyles River,2446,473000,-31.429734,152.119583,6,2017
Australia,New South Wales,NSW,Sydney,Drake,2469,255000,-28.926318,152.360072,6,2017
Australia,New South Wales,NSW,Sydney,Drake Village,2469,255000,-28.928936,152.373562,6,2017
Australia,New South Wales,NSW,Sydney,Drildool,2386,0,-30.258922,149.031594,0,0
Australia,New South Wales,NSW,Sydney,Dripstone,2820,180000,-32.650329,148.989515,6,2017
Australia,New South Wales,NSW,Sydney,Drummoyne,1902.5,1500000,-33.847027499999996,151.15325,6,2017
Australia,New South Wales,NSW,Sydney,Dry Creek,2337,318000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dry Plain,2630,280000,-36.102972,148.899096,6,2017
Australia,New South Wales,NSW,Sydney,Dubbo,2830,340000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dubbo East,2830,340000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dubbo Grove,2830,340000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dubbo West,2830,340000,,,6,2017
Australia,New South Wales,NSW,Sydney,Duck Creek,2469,255000,-28.715281,152.561459,6,2017
Australia,New South Wales,NSW,Sydney,Duckenfield,2321,465500,,,6,2017
Australia,New South Wales,NSW,Sydney,Duckmaloi,2787,422500,,,6,2017
Australia,New South Wales,NSW,Sydney,Dudley,2290,539500,,,6,2017
Australia,New South Wales,NSW,Sydney,Duffys Forest,2084,0,-33.676775,151.199879,6,2017
Australia,New South Wales,NSW,Sydney,Dulguigan,2484,515000,-28.27924,153.432854,6,2017
Australia,New South Wales,NSW,Sydney,Dulwich Hill,2203,820000,-33.904689,151.138774,6,2017
Australia,New South Wales,NSW,Sydney,Dum Dum,2484,515000,-28.387826,153.334075,6,2017
Australia,New South Wales,NSW,Sydney,Dumaresq,2350,356250,,,6,2017
Australia,New South Wales,NSW,Sydney,Dumaresq Island,2430,397000,-31.902559,152.513835,6,2017
Australia,New South Wales,NSW,Sydney,Dumbudgery,2460,321000,,,6,2017
Australia,New South Wales,NSW,Sydney,Dunbible,2484,515000,-28.382536,153.401834,6,2017
Australia,New South Wales,NSW,Sydney,Dunbogan,2443,421500,,,6,2017
Australia,New South Wales,NSW,Sydney,Duncans Creek,2340,333000,-31.381934,151.192366,6,2017
Australia,New South Wales,NSW,Sydney,Dundas,2117,1080000,-33.799405,151.044189,6,2017
Australia,New South Wales,NSW,Sydney,Dundas Valley,2117,1080000,-33.78724,151.061185,6,2017
Australia,New South Wales,NSW,Sydney,Dundee,2370,227500,-29.566687,151.865748,6,2017
Australia,New South Wales,NSW,Sydney,Dundurrabin,2453,382500,-30.188781,152.547364,6,2017
Australia,New South Wales,NSW,Sydney,Dunedoo,2844,0,-32.016184,149.395838,6,2017
Australia,New South Wales,NSW,Sydney,Dungarubba,2480,389000,-28.989823,153.376015,6,2017
Australia,New South Wales,NSW,Sydney,Dungary,2830,340000,-32.351599,148.479629,6,2017
Australia,New South Wales,NSW,Sydney,Dungay,2484,515000,-28.276213,153.369429,6,2017
Australia,New South Wales,NSW,Sydney,Dungeree,2849,0,-32.751226,149.867728,6,2017
